restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,protein_efficiency
Subway,"6"" Rotisserie Style Chicken",350.0,50.0,6.0,1.5,0.0,50.0,540.0,44.0,5.0,7.0,29.0,8.0,20.0,30.0,8.285714285714285
Subway,Footlong Rotisserie Style Chicken,700.0,100.0,12.0,3.0,0.0,100.0,1080.0,88.0,10.0,14.0,58.0,16.0,40.0,60.0,8.285714285714285
Subway,"6"" Spicy Italian",480.0,220.0,24.0,9.0,1.0,50.0,1520.0,46.0,5.0,8.0,20.0,8.0,20.0,30.0,4.166666666666666
Subway,Footlong Spicy Italian,960.0,440.0,48.0,18.0,2.0,100.0,3040.0,92.0,10.0,16.0,40.0,16.0,40.0,60.0,4.166666666666666
Subway,"6"" Steak and Cheese",380.0,90.0,10.0,5.0,0.0,50.0,1060.0,48.0,5.0,8.0,26.0,10.0,20.0,40.0,6.842105263157896
Subway,Footlong Steak and Cheese,760.0,180.0,20.0,10.0,0.0,100.0,2120.0,96.0,10.0,16.0,52.0,20.0,40.0,80.0,6.842105263157896
Subway,"6"" Subway Club",310.0,40.0,5.0,2.0,0.0,40.0,880.0,46.0,5.0,7.0,23.0,8.0,20.0,30.0,7.419354838709677
Subway,Footlong Subway Club,620.0,80.0,10.0,4.0,0.0,80.0,1760.0,92.0,10.0,14.0,46.0,16.0,40.0,60.0,7.419354838709677
Subway,"6"" Subway Melt (includes cheese)",370.0,100.0,11.0,5.0,0.0,45.0,1210.0,47.0,5.0,8.0,23.0,10.0,20.0,40.0,6.216216216216217
Subway,Footlong Subway Melt (includes cheese),740.0,200.0,22.0,10.0,0.0,90.0,1420.0,94.0,10.0,16.0,46.0,20.0,40.0,80.0,6.216216216216217
Subway,"6"" Subway Seafood Sensation",420.0,170.0,19.0,3.0,0.0,20.0,690.0,51.0,5.0,8.0,13.0,10.0,20.0,35.0,3.0952380952380953
Subway,Footlong Subway Seafood Sensation,840.0,340.0,38.0,6.0,0.0,40.0,1380.0,102.0,10.0,16.0,26.0,20.0,40.0,70.0,3.0952380952380953
Subway,"6"" Sweet Onion Chicken Teriyaki",380.0,40.0,5.0,1.0,0.0,50.0,900.0,59.0,5.0,18.0,26.0,8.0,30.0,35.0,6.842105263157896
Subway,Footlong Sweet Onion Chicken Teriyaki,760.0,80.0,10.0,2.0,0.0,100.0,1800.0,118.0,10.0,36.0,52.0,16.0,60.0,70.0,6.842105263157896
Subway,"6"" Tuna",470.0,210.0,24.0,4.0,0.0,30.0,620.0,44.0,5.0,6.0,20.0,8.0,20.0,30.0,4.25531914893617
Subway,Footlong Tuna,940.0,420.0,48.0,8.0,0.0,60.0,1240.0,88.0,10.0,12.0,40.0,16.0,40.0,60.0,4.25531914893617
Subway,"6"" Turkey & Bacon Avocado",390.0,110.0,13.0,3.5,0.0,30.0,860.0,49.0,8.0,7.0,22.0,10.0,200.0,30.0,5.641025641025641
Subway,Footlong Turkey & Bacon Avocado,780.0,220.0,26.0,7.0,0.0,60.0,1720.0,98.0,16.0,14.0,44.0,20.0,400.0,60.0,5.641025641025641
Subway,Kids Mini Sub Turkey Breast,180.0,20.0,2.0,0.5,0.0,10.0,380.0,30.0,3.0,5.0,10.0,6.0,15.0,20.0,5.555555555555555
Subway,"6"" Turkey Breast",280.0,30.0,4.0,1.0,0.0,20.0,810.0,46.0,5.0,7.0,18.0,8.0,20.0,30.0,6.428571428571428
Subway,Footlong Turkey Breast,560.0,60.0,8.0,2.0,0.0,40.0,1620.0,92.0,10.0,14.0,36.0,16.0,40.0,60.0,6.428571428571428
Subway,"6"" Turkey Breast & Ham",280.0,35.0,4.0,1.0,0.0,20.0,820.0,46.0,5.0,8.0,18.0,8.0,20.0,30.0,6.428571428571428
Subway,Footlong Turkey Breast & Ham,560.0,70.0,8.0,2.0,0.0,40.0,1640.0,92.0,10.0,16.0,36.0,16.0,40.0,60.0,6.428571428571428
Subway,"6"" Turkey Italiano Melt (with Provolone)",490.0,210.0,24.0,9.0,1.0,50.0,1480.0,47.0,5.0,8.0,24.0,10.0,20.0,45.0,4.8979591836734695
Subway,Footlong Turkey Italiano Melt (with Provolone),980.0,420.0,48.0,18.0,2.0,100.0,2960.0,94.0,10.0,16.0,48.0,20.0,40.0,90.0,4.8979591836734695
Subway,Kids Mini Sub Veggie Delite,150.0,15.0,2.0,0.0,0.0,0.0,190.0,29.0,3.0,4.0,6.0,6.0,15.0,20.0,4.0
Subway,"6"" Veggie Delite",230.0,20.0,3.0,1.0,0.0,0.0,310.0,44.0,5.0,6.0,8.0,8.0,20.0,30.0,3.4782608695652173
Subway,Footlong Veggie Delite,460.0,40.0,6.0,2.0,0.0,0.0,620.0,88.0,10.0,12.0,16.0,16.0,40.0,60.0,3.4782608695652173
Subway,"6"" Veggie Patty",390.0,70.0,7.0,1.0,0.0,10.0,800.0,56.0,8.0,8.0,23.0,15.0,20.0,35.0,5.897435897435897
Subway,Footlong Veggie Patty,780.0,140.0,14.0,2.0,0.0,20.0,1600.0,112.0,16.0,16.0,46.0,30.0,20.0,70.0,5.897435897435897
Subway,Autumn Carved Turkey Salad,300.0,80.0,9.0,3.0,0.0,60.0,1120.0,26.0,3.0,22.0,25.0,40.0,40.0,15.0,8.333333333333332
Subway,B.L.T. Salad,150.0,70.0,8.0,4.0,0.0,20.0,420.0,10.0,4.0,5.0,10.0,50.0,50.0,6.0,6.666666666666667
Subway,Big Hot Pastrami Melt Salad,400.0,300.0,29.0,11.0,0.0,85.0,1250.0,12.0,4.0,4.0,23.0,25.0,70.0,10.0,5.75
Subway,Big Philly Cheesesteak Salad,330.0,140.0,16.0,8.0,1.0,85.0,1080.0,17.0,5.0,6.0,32.0,60.0,50.0,25.0,9.696969696969697
Subway,Black Forest Ham Salad,110.0,25.0,3.0,1.0,0.0,20.0,590.0,11.0,4.0,6.0,12.0,25.0,45.0,4.0,10.909090909090908
Subway,Buffalo Chicken Salad (with Ranch dressing),360.0,230.0,26.0,4.0,0.0,60.0,1100.0,13.0,4.0,6.0,20.0,50.0,60.0,8.0,5.555555555555555
Subway,Carved Turkey & Bacon w/ Cheese Salad,280.0,110.0,12.0,4.5,0.0,65.0,1320.0,11.0,4.0,5.0,28.0,50.0,50.0,15.0,10.0
Subway,Carved Turkey Salad,150.0,30.0,4.0,0.0,0.0,45.0,680.0,8.0,3.0,3.0,19.0,40.0,40.0,6.0,12.666666666666668
Subway,Chicken & Bacon Ranch Melt Salad (includes Ranch dressing),510.0,340.0,38.0,12.0,1.0,100.0,1040.0,14.0,4.0,7.0,30.0,60.0,60.0,30.0,5.88235294117647
Subway,Cold Cut Combo Salad,180.0,95.0,11.0,4.0,0.0,45.0,820.0,12.0,4.0,5.0,12.0,50.0,50.0,10.0,6.666666666666667
Subway,Double Chicken Salad,220.0,35.0,5.0,1.5,0.0,100.0,490.0,10.0,4.0,4.0,36.0,50.0,60.0,8.0,16.363636363636363
Subway,Italian B.M.T.® Salad,230.0,135.0,15.0,6.0,0.0,45.0,1060.0,12.0,4.0,6.0,14.0,50.0,50.0,6.0,6.086956521739131
Subway,Italian Hero Salad,230.0,140.0,15.0,5.0,0.0,45.0,1060.0,13.0,4.0,8.0,14.0,40.0,60.0,4.0,6.086956521739131
Subway,Meatball Marinara Salad,310.0,150.0,17.0,7.0,1.0,30.0,720.0,25.0,6.0,10.0,16.0,60.0,70.0,10.0,5.161290322580645
Subway,Oven Roasted Chicken Salad,140.0,25.0,3.0,0.5,0.0,50.0,280.0,10.0,4.0,4.0,19.0,50.0,60.0,8.0,13.571428571428571
Subway,Roast Beef Salad,140.0,30.0,4.0,1.0,0.0,40.0,450.0,10.0,4.0,5.0,18.0,25.0,45.0,4.0,12.857142857142856
Subway,Spicy Italian Salad,310.0,205.0,23.0,9.0,1.0,50.0,1280.0,11.0,4.0,6.0,15.0,50.0,50.0,8.0,4.838709677419355
Subway,Steak & Cheese Salad,210.0,75.0,8.0,4.0,0.0,50.0,830.0,14.0,4.0,6.0,20.0,50.0,50.0,15.0,9.523809523809524
Subway,Subway Club Salad,140.0,30.0,4.0,1.0,0.0,40.0,640.0,11.0,4.0,5.0,17.0,25.0,45.0,6.0,12.142857142857142
Subway,Subway Melt® Salad,200.0,85.0,10.0,5.0,0.0,45.0,910.0,13.0,4.0,6.0,18.0,50.0,50.0,15.0,9.0
Subway,Sweet Onion Chicken Teriyaki Salad,200.0,25.0,3.0,1.0,0.0,50.0,660.0,24.0,4.0,16.0,20.0,25.0,50.0,6.0,10.0
Subway,Tuna Salad,310.0,215.0,24.0,4.0,0.0,40.0,370.0,10.0,4.0,4.0,15.0,50.0,50.0,6.0,4.838709677419355
Subway,Turkey Breast & Ham Salad,110.0,20.0,3.0,1.0,0.0,25.0,580.0,11.0,4.0,5.0,12.0,25.0,45.0,6.0,10.909090909090908
Subway,Turkey Breast Salad,110.0,20.0,2.0,1.0,0.0,20.0,570.0,11.0,4.0,5.0,12.0,25.0,45.0,6.0,10.909090909090908
Subway,Veggie Delite Salad,50.0,10.0,1.0,0.0,0.0,0.0,65.0,9.0,4.0,4.0,3.0,25.0,45.0,4.0,6.0
Subway,Chipotle Southwest Steak & Cheese Wrap,760.0,330.0,37.0,12.0,1.0,100.0,2250.0,65.0,4.0,7.0,43.0,15.0,45.0,30.0,5.657894736842105
Subway,Rotisserie-Style Chicken Caesar Wrap,730.0,310.0,34.0,10.0,0.5,135.0,1900.0,53.0,3.0,4.0,55.0,15.0,8.0,45.0,7.534246575342466
Subway,"Turkey, Bacon & Guacamole Wrap",810.0,380.0,42.0,13.0,0.5,75.0,2970.0,62.0,3.0,6.0,43.0,10.0,30.0,30.0,5.3086419753086425
Subway,Cheese & Veggies Pizza,740.0,230.0,25.0,11.0,0.0,50.0,1270.0,100.0,5.0,9.0,36.0,35.0,30.0,60.0,4.864864864864865
Subway,Cheese Pizza,680.0,200.0,22.0,9.0,0.0,40.0,1070.0,96.0,4.0,7.0,32.0,25.0,4.0,45.0,4.705882352941177
Subway,Pepperoni Pizza,790.0,290.0,32.0,13.0,0.0,60.0,1350.0,96.0,4.0,8.0,38.0,30.0,4.0,60.0,4.810126582278481
Subway,Sausage Pizza,820.0,310.0,34.0,14.0,0.0,70.0,1420.0,97.0,4.0,8.0,39.0,30.0,4.0,60.0,4.7560975609756095
Taco Bell,1/2 lb.* Cheesy Potato Burrito,540.0,230.0,26.0,7.0,1.0,45.0,1360.0,59.0,7.0,4.0,19.0,0.0,0.0,0.0,3.5185185185185186
Taco Bell,1/2 lb.* Combo Burrito,460.0,170.0,18.0,7.0,1.0,45.0,1320.0,53.0,9.0,3.0,21.0,0.0,0.0,0.0,4.565217391304348
Taco Bell,7-Layer Burrito,510.0,170.0,19.0,7.0,0.0,20.0,1090.0,68.0,11.0,4.0,16.0,0.0,0.0,0.0,3.1372549019607843
Taco Bell,Bean Burrito,370.0,100.0,11.0,4.0,0.0,5.0,960.0,56.0,9.0,3.0,13.0,0.0,0.0,0.0,3.5135135135135136
Taco Bell,Beefy 5-Layer Burrito,550.0,200.0,22.0,8.0,0.0,35.0,1270.0,68.0,8.0,5.0,19.0,0.0,0.0,0.0,3.4545454545454546
Taco Bell,Beefy Fritos® Burrito,440.0,160.0,18.0,5.0,0.0,20.0,1030.0,55.0,4.0,3.0,13.0,0.0,0.0,0.0,2.9545454545454546
Taco Bell,Black Bean Burrito,410.0,110.0,12.0,4.0,0.0,10.0,1100.0,62.0,8.0,3.0,14.0,0.0,0.0,0.0,3.414634146341464
Taco Bell,Burrito Supreme® – Beef,420.0,140.0,16.0,7.0,0.0,35.0,1090.0,53.0,8.0,5.0,16.0,0.0,0.0,0.0,3.8095238095238098
Taco Bell,Burrito Supreme® - Chicken,390.0,110.0,12.0,5.0,0.0,40.0,1050.0,52.0,7.0,5.0,19.0,0.0,0.0,0.0,4.871794871794872
Taco Bell,Burrito Supreme® - Steak,390.0,120.0,13.0,5.0,0.0,30.0,1090.0,52.0,7.0,5.0,17.0,0.0,0.0,0.0,4.358974358974359
Taco Bell,Cantina Power Burrito - Chicken,760.0,240.0,27.0,6.0,0.0,60.0,1960.0,96.0,12.0,7.0,32.0,0.0,0.0,0.0,4.2105263157894735
Taco Bell,Cantina Power Burrito - Steak,780.0,250.0,28.0,7.0,0.0,50.0,1900.0,98.0,13.0,7.0,33.0,0.0,0.0,0.0,4.230769230769231
Taco Bell,Cantina Power Burrito - Veggie,740.0,230.0,26.0,5.0,0.0,10.0,1750.0,107.0,17.0,8.0,20.0,0.0,0.0,0.0,2.7027027027027026
Taco Bell,Cheesy Bean and Rice Burrito,420.0,160.0,17.0,3.5,0.0,0.0,930.0,55.0,6.0,4.0,11.0,0.0,0.0,0.0,2.619047619047619
Taco Bell,Chili Cheese Burrito,380.0,150.0,17.0,8.0,1.0,35.0,930.0,41.0,5.0,2.0,16.0,0.0,0.0,0.0,4.2105263157894735
Taco Bell,Chicken Crunchy Cheesy Core Burrito,610.0,210.0,24.0,9.0,0.0,55.0,1510.0,74.0,5.0,5.0,25.0,10.0,4.0,35.0,4.098360655737705
Taco Bell,Steak Crunchy Cheesy Core Burrito,610.0,220.0,24.0,9.0,0.0,50.0,1520.0,75.0,5.0,5.0,25.0,10.0,4.0,40.0,4.098360655737705
Taco Bell,Beef Crunchy Cheesy Core Burrito,630.0,240.0,26.0,10.0,0.5,45.0,1530.0,76.0,7.0,5.0,22.0,15.0,4.0,35.0,3.492063492063492
Taco Bell,Loaded Taco Burrito,550.0,260.0,29.0,9.0,0.5,50.0,1130.0,52.0,7.0,4.0,20.0,15.0,6.0,20.0,3.6363636363636362
Taco Bell,Chicken Quesarito,620.0,270.0,30.0,10.0,0.0,60.0,1440.0,64.0,4.0,4.0,24.0,0.0,0.0,0.0,3.870967741935484
Taco Bell,Steak Quesarito,630.0,280.0,31.0,11.0,0.5,65.0,1410.0,64.0,3.0,4.0,25.0,0.0,0.0,0.0,3.968253968253968
Taco Bell,Beef Quesarito,650.0,300.0,34.0,12.0,0.5,60.0,1450.0,65.0,6.0,5.0,22.0,0.0,0.0,0.0,3.3846153846153846
Taco Bell,Shredded Chicken Burrito,400.0,160.0,18.0,4.5,0.0,30.0,960.0,45.0,3.0,3.0,16.0,0.0,0.0,0.0,4.0
Taco Bell,Smothered Burrito - Beef,710.0,320.0,35.0,13.0,1.0,75.0,2260.0,70.0,10.0,4.0,28.0,0.0,0.0,0.0,3.943661971830986
Taco Bell,Smothered Burrito - Shredded Chicken,650.0,250.0,28.0,10.0,0.0,70.0,2230.0,67.0,8.0,4.0,34.0,0.0,0.0,0.0,5.230769230769231
Taco Bell,Smothered Burrito - Steak,670.0,260.0,29.0,11.0,0.5,80.0,2080.0,68.0,7.0,4.0,35.0,0.0,0.0,0.0,5.223880597014925
Taco Bell,Chicken Spicy Cheesy Core Burrito,540.0,180.0,20.0,8.0,0.0,55.0,1740.0,66.0,5.0,5.0,24.0,15.0,8.0,35.0,4.444444444444445
Taco Bell,Steak Spicy Cheesy Core Burrito,550.0,190.0,21.0,9.0,0.0,50.0,1750.0,66.0,5.0,5.0,24.0,10.0,6.0,35.0,4.363636363636364
Taco Bell,Beef Spicy Cheesy Core Burrito,570.0,210.0,23.0,10.0,0.5,45.0,1760.0,68.0,7.0,5.0,22.0,15.0,6.0,35.0,3.8596491228070176
Taco Bell,Triple Melt Burrito,410.0,140.0,16.0,6.0,0.0,30.0,1030.0,50.0,4.0,3.0,15.0,6.0,2.0,20.0,3.6585365853658534
Taco Bell,XXL Grilled Stuft Burrito - Beef,880.0,380.0,42.0,14.0,1.0,75.0,2020.0,94.0,12.0,6.0,31.0,0.0,0.0,0.0,3.5227272727272725
Taco Bell,XXL Grilled Stuft Burrito - Chicken,830.0,320.0,35.0,11.0,0.0,85.0,1940.0,91.0,10.0,6.0,37.0,0.0,0.0,0.0,4.457831325301205
Taco Bell,XXL Grilled Stuft Burrito - Steak,820.0,320.0,36.0,12.0,1.0,70.0,2020.0,91.0,10.0,7.0,33.0,0.0,0.0,0.0,4.024390243902439
Taco Bell,Chicken Soft Taco,170.0,50.0,6.0,3.0,0.0,30.0,460.0,18.0,1.0,1.0,12.0,0.0,0.0,0.0,7.0588235294117645
Taco Bell,Cool Ranch® Doritos® Double Decker® Taco,320.0,120.0,14.0,5.0,0.0,25.0,770.0,36.0,6.0,2.0,13.0,0.0,0.0,0.0,4.0625
Taco Bell,Cool Ranch® Doritos® Locos Taco,160.0,90.0,10.0,3.5,0.0,25.0,350.0,13.0,2.0,1.0,8.0,0.0,0.0,0.0,5.0
Taco Bell,Cool Ranch® Doritos® Locos Taco Supreme,200.0,100.0,12.0,4.5,0.0,35.0,370.0,15.0,3.0,3.0,9.0,0.0,0.0,0.0,4.5
Taco Bell,Crunchy Taco,170.0,90.0,10.0,4.0,0.0,25.0,290.0,12.0,3.0,1.0,8.0,0.0,0.0,0.0,4.705882352941177
Taco Bell,Crunchy Taco Supreme®,200.0,110.0,12.0,5.0,0.0,35.0,320.0,15.0,3.0,2.0,9.0,0.0,0.0,0.0,4.5
Taco Bell,Double Decker® Taco,320.0,120.0,14.0,5.0,0.0,25.0,640.0,37.0,7.0,2.0,13.0,0.0,0.0,0.0,4.0625
Taco Bell,DOUBLE DECKER® Taco Supreme®,350.0,140.0,16.0,6.0,0.0,35.0,670.0,40.0,7.0,3.0,14.0,0.0,0.0,0.0,4.0
Taco Bell,Spicy Sweet Double Stacked Taco,340.0,160.0,18.0,7.0,0.0,35.0,640.0,32.0,4.0,6.0,12.0,10.0,2.0,15.0,3.5294117647058822
Taco Bell,Cool Ranch Habanero Double Stacked Taco,350.0,180.0,20.0,8.0,0.5,40.0,630.0,30.0,4.0,3.0,13.0,15.0,2.0,20.0,3.7142857142857144
Taco Bell,Nacho Crunch Double Stacked Taco,380.0,170.0,19.0,6.0,0.0,35.0,650.0,39.0,5.0,2.0,13.0,8.0,2.0,20.0,3.421052631578948
Taco Bell,Fiery Doritos® Double Decker® Taco,320.0,120.0,13.0,5.0,0.0,25.0,770.0,36.0,7.0,2.0,14.0,0.0,0.0,0.0,4.375
Taco Bell,Fiery Doritos® Locos Taco,170.0,90.0,10.0,3.5,0.0,25.0,370.0,12.0,3.0,1.0,8.0,0.0,0.0,0.0,4.705882352941177
Taco Bell,Fiery Doritos® Locos Taco Supreme,200.0,110.0,12.0,5.0,0.0,30.0,390.0,15.0,3.0,2.0,9.0,0.0,0.0,0.0,4.5
Taco Bell,Grilled Steak Soft Taco,250.0,130.0,14.0,4.0,0.0,30.0,550.0,19.0,2.0,2.0,11.0,0.0,0.0,0.0,4.3999999999999995
Taco Bell,Nacho Cheese Doritos® Double Decker® Taco,320.0,120.0,13.0,5.0,0.0,25.0,760.0,36.0,7.0,2.0,14.0,0.0,0.0,0.0,4.375
Taco Bell,Nacho Cheese Doritos® Locos Tacos,170.0,80.0,9.0,4.0,0.0,25.0,340.0,13.0,2.0,1.0,8.0,0.0,0.0,0.0,4.705882352941177
Taco Bell,Nacho Cheese Doritos® Locos Tacos Supreme,200.0,100.0,11.0,5.0,0.0,35.0,370.0,15.0,3.0,2.0,9.0,0.0,0.0,0.0,4.5
Taco Bell,Soft Taco Supreme® – Beef,230.0,100.0,11.0,5.0,0.0,35.0,530.0,22.0,3.0,3.0,10.0,0.0,0.0,0.0,4.3478260869565215
Taco Bell,Soft Taco-Beef,200.0,80.0,9.0,4.0,0.0,25.0,510.0,19.0,3.0,1.0,10.0,0.0,0.0,0.0,5.0
Taco Bell,Spicy Potato Soft Taco,250.0,120.0,13.0,3.0,0.0,10.0,510.0,28.0,3.0,1.0,6.0,0.0,0.0,0.0,2.4
Taco Bell,Chalupa Supreme® - Chicken,340.0,160.0,18.0,4.0,0.0,40.0,530.0,29.0,3.0,4.0,16.0,0.0,0.0,0.0,4.705882352941177
Taco Bell,Chalupa Supreme® - Steak,340.0,170.0,18.0,4.0,0.0,30.0,570.0,29.0,3.0,4.0,14.0,0.0,0.0,0.0,4.117647058823529
Taco Bell,Chalupa Supreme®–Beef,370.0,190.0,21.0,5.0,0.0,30.0,570.0,31.0,4.0,4.0,13.0,0.0,0.0,0.0,3.5135135135135136
Taco Bell,Double Chalupa,600.0,310.0,35.0,8.0,0.5,50.0,1010.0,50.0,6.0,5.0,21.0,15.0,4.0,15.0,3.5000000000000004
Taco Bell,Wild Naked Chicken Chalupa,420.0,250.0,28.0,6.0,0.0,65.0,1070.0,23.0,4.0,2.0,19.0,6.0,4.0,6.0,4.523809523809524
Taco Bell,Mild Naked Chicken Chalupa,440.0,270.0,30.0,7.0,0.0,70.0,1090.0,22.0,3.0,1.0,20.0,6.0,4.0,6.0,4.545454545454546
Taco Bell,Spicy Double Chalupa,600.0,310.0,35.0,8.0,0.5,50.0,1240.0,52.0,7.0,5.0,21.0,15.0,8.0,15.0,3.5000000000000004
Taco Bell,Fresco Bean Burrito,350.0,80.0,9.0,3.0,0.0,0.0,950.0,57.0,9.0,3.0,11.0,0.0,0.0,0.0,3.1428571428571432
Taco Bell,Fresco Burrito Supreme® – Chicken,340.0,80.0,8.0,3.0,0.0,25.0,1020.0,50.0,7.0,4.0,17.0,0.0,0.0,0.0,5.0
Taco Bell,Fresco Burrito Supreme® – Steak,340.0,80.0,9.0,3.0,0.0,15.0,1060.0,50.0,7.0,4.0,15.0,0.0,0.0,0.0,4.411764705882353
Taco Bell,Fresco Chicken Soft Taco,150.0,35.0,4.0,1.0,0.0,25.0,460.0,18.0,2.0,2.0,11.0,0.0,0.0,0.0,7.333333333333333
Taco Bell,Fresco Crunchy Taco,140.0,70.0,8.0,2.0,0.0,20.0,290.0,13.0,3.0,1.0,6.0,0.0,0.0,0.0,4.285714285714286
Taco Bell,Fresco Grilled Steak Soft Taco,150.0,35.0,4.0,2.0,0.0,15.0,500.0,19.0,2.0,2.0,9.0,0.0,0.0,0.0,6.0
Taco Bell,Fresco Soft Taco,170.0,60.0,7.0,3.0,0.0,20.0,500.0,20.0,3.0,2.0,8.0,0.0,0.0,0.0,4.705882352941177
Taco Bell,Cheesy Gordita Crunch,490.0,260.0,29.0,10.0,1.0,55.0,810.0,39.0,5.0,6.0,20.0,0.0,0.0,0.0,4.081632653061225
Taco Bell,Doritos® Cheesy Gordita Crunch - Cool Ranch,490.0,250.0,28.0,10.0,1.0,55.0,890.0,40.0,5.0,5.0,20.0,0.0,0.0,0.0,4.081632653061225
Taco Bell,Doritos® Cheesy Gordita Crunch - Fiery,490.0,250.0,28.0,10.0,1.0,55.0,890.0,40.0,5.0,4.0,20.0,0.0,0.0,0.0,4.081632653061225
Taco Bell,Doritos® Cheesy Gordita Crunch - Nacho Cheese,490.0,250.0,28.0,10.0,1.0,55.0,880.0,40.0,5.0,5.0,20.0,0.0,0.0,0.0,4.081632653061225
Taco Bell,Double Cheesy Gordita Crunch,570.0,290.0,32.0,12.0,1.0,70.0,1110.0,44.0,7.0,5.0,25.0,15.0,2.0,30.0,4.385964912280701
Taco Bell,Gordita Supreme® – Beef,300.0,120.0,14.0,5.0,0.0,30.0,550.0,31.0,4.0,6.0,13.0,0.0,0.0,0.0,4.333333333333334
Taco Bell,Gordita Supreme® - Chicken,270.0,90.0,10.0,4.0,0.0,40.0,510.0,29.0,2.0,6.0,16.0,0.0,0.0,0.0,5.9259259259259265
Taco Bell,Gordita Supreme® - Steak,270.0,90.0,11.0,4.0,0.0,30.0,550.0,29.0,2.0,6.0,14.0,0.0,0.0,0.0,5.185185185185185
Taco Bell,Nacho Fries Bellgrande,710.0,360.0,41.0,6.0,0.0,30.0,1420.0,73.0,10.0,4.0,13.0,10.0,4.0,8.0,1.8309859154929577
Taco Bell,Nachos BellGrande®,760.0,360.0,39.0,6.0,0.0,30.0,1100.0,82.0,13.0,5.0,18.0,0.0,0.0,0.0,2.368421052631579
Taco Bell,Nachos Supreme,430.0,210.0,23.0,5.0,0.0,30.0,690.0,44.0,7.0,3.0,12.0,0.0,0.0,0.0,2.7906976744186047
Taco Bell,Triple Layer Nachos,320.0,140.0,15.0,1.5,0.0,0.0,600.0,41.0,6.0,2.0,7.0,0.0,0.0,0.0,2.1875
Taco Bell,Triple Melt Nachos,260.0,140.0,16.0,4.5,0.0,30.0,550.0,19.0,3.0,1.0,10.0,6.0,0.0,10.0,3.8461538461538463
Taco Bell,Beefy Cheddar Crunchwrap Slider,410.0,170.0,19.0,6.0,0.0,25.0,960.0,46.0,4.0,3.0,14.0,0.0,0.0,0.0,3.414634146341464
Taco Bell,Beefy Mini Quesadilla,210.0,110.0,12.0,4.0,0.0,25.0,560.0,17.0,3.0,1.0,9.0,0.0,0.0,0.0,4.285714285714286
Taco Bell,Beefy Nacho Griller,420.0,170.0,19.0,4.5,0.0,20.0,870.0,49.0,5.0,3.0,12.0,0.0,0.0,0.0,2.857142857142857
Taco Bell,BLT Crunchwrap Slider,430.0,210.0,23.0,5.0,0.0,20.0,900.0,43.0,3.0,4.0,12.0,0.0,0.0,0.0,2.7906976744186047
Taco Bell,Cantina Power Bowl - Chicken,560.0,200.0,22.0,4.0,0.0,60.0,1520.0,64.0,9.0,4.0,26.0,0.0,0.0,0.0,4.642857142857143
Taco Bell,Cantina Power Bowl - Steak,580.0,210.0,23.0,4.0,0.0,50.0,1460.0,66.0,10.0,4.0,27.0,0.0,0.0,0.0,4.655172413793104
Taco Bell,Cantina Power Bowl - Veggie,540.0,190.0,21.0,3.0,0.0,10.0,1310.0,75.0,14.0,4.0,14.0,0.0,0.0,0.0,2.5925925925925926
Taco Bell,Cheese Quesadilla,480.0,240.0,27.0,11.0,1.0,50.0,1000.0,40.0,4.0,3.0,19.0,0.0,0.0,0.0,3.958333333333333
Taco Bell,Cheese Roll-Up,190.0,80.0,9.0,5.0,0.0,20.0,450.0,18.0,2.0,1.0,9.0,0.0,0.0,0.0,4.736842105263158
Taco Bell,Chicken Quesadilla,520.0,250.0,28.0,12.0,1.0,75.0,1210.0,41.0,4.0,3.0,27.0,0.0,0.0,0.0,5.1923076923076925
Taco Bell,Chickstar,620.0,340.0,37.0,8.0,0.0,50.0,1290.0,53.0,4.0,4.0,17.0,8.0,6.0,15.0,2.741935483870968
Taco Bell,Chipotle Crispy Chicken Griller,290.0,170.0,18.0,3.0,0.0,25.0,640.0,22.0,1.0,1.0,9.0,0.0,0.0,0.0,3.103448275862069
Taco Bell,Crispy Chicken Quesadilla,650.0,340.0,37.0,13.0,0.5,75.0,1480.0,51.0,5.0,3.0,26.0,10.0,2.0,45.0,4.0
Taco Bell,Crunchwrap Supreme®,540.0,190.0,21.0,6.0,0.0,30.0,1110.0,71.0,7.0,7.0,16.0,0.0,0.0,0.0,2.9629629629629632
Taco Bell,Double Tostada,270.0,100.0,11.0,4.0,0.0,15.0,650.0,32.0,8.0,2.0,12.0,0.0,0.0,0.0,4.444444444444445
Taco Bell,Express Taco Salad w/ Chips,580.0,260.0,29.0,9.0,1.0,60.0,1270.0,59.0,8.0,7.0,23.0,0.0,0.0,0.0,3.9655172413793105
Taco Bell,Loaded Potato Griller,470.0,200.0,22.0,6.0,0.0,25.0,1120.0,55.0,4.0,5.0,13.0,0.0,0.0,0.0,2.7659574468085104
Taco Bell,Mexican Pizza,540.0,270.0,31.0,8.0,1.0,40.0,860.0,47.0,7.0,2.0,20.0,0.0,0.0,0.0,3.7037037037037033
Taco Bell,MexiMelt®,270.0,130.0,14.0,7.0,1.0,40.0,740.0,21.0,3.0,2.0,14.0,0.0,0.0,0.0,5.185185185185185
Taco Bell,Steak Quesalupa,440.0,210.0,23.0,10.0,0.5,60.0,840.0,36.0,3.0,3.0,22.0,15.0,6.0,35.0,5.0
